Id,Review,Sentiment
2191,love course design thoughtful instructive especially real database practise great beginner like,3
2192,derived attribute never conveyed_NEG videos_NEG kindly_NEG add_NEG concept_NEG derived_NEG attribute_NEG,3
2193,learned lot basic query,3
2194,one best moon course challenging learn lot stick extensive depth lecture practice exercise sol appreciate learn using two system jupiter metadata however metadata interface bit clunky take time getting used bow jane great instructor duke course track especially tableau course best moment,3
2195,great course well explained,3
2196,good class learn use sol systematic manner even used sol completely new two database cognition gave lot valuable practice,3
2197,helpful,3
2198,great course thing answer metadata exercise provided_NEG student_NEG cannot_NEG know_NEG whether_NEG writing_NEG correct_NEG sol_NEG statements_NEG,3
2199,great class learn sol great learning use two different platform applying real world application query,3
2200,enjoyed course exercised well designed good way start,3
2201,video instruction helpful_NEG wished_NEG brief_NEG learning_NEG end_NEG exercises_NEG regular_NEG exercises_NEG quizzes_NEG use_NEG different_NEG database_NEG system_NEG sometimes_NEG hard_NEG transfer_NEG learn_NEG quizzes_NEG pre_NEG quiz_NEG exercises_NEG helpful_NEG limo_NEG answer_NEG key_NEG provided_NEG sometimes_NEG still_NEG confused_NEG even_NEG passing_NEG quiz_NEG,2
2202,useful interesting class presenter great job material use helpful relevant,3
2203,big challenge even bigger reward,3
2204,great great great course interactive engaging relevant focused future learning,3
2205,useful :) good explained beginner :),3
2206,challenging informative,3
2207,good material heavy work load especially since learning two new skill sol syntax data analysis request instructor ta guide student forum analysis like computing ave daily revenue explained better spent much time figuring forum answer way however online class impressed detailed worksheet,3
2208,equipped modern tool practical experience,3
2209,good class learned lot learning curve shoot exponentially around fourth week could see course perfect broken two class,2
2210,course thorough woul loved way instructor better reach classmate rather leave thing chance everyone confused month either way experience priceless would recommend anyone,3
2211,love practice exercise,3
2212,many issue needed accessed complete exam,2
2213,work data excellent course even frequent_NEG data_NEG user_NEG learn_NEG lot_NEG logic_NEG explains_NEG absolutely_NEG recommend_NEG,3
2214,theoretical background relational algebra sol course great job actually applying theory practice form business situation using real life data also accurately presented raw data perfectly_NEG organized_NEG clean_NEG filtering_NEG outer_NEG join_NEG statements_NEG absolutely_NEG crucial_NEG cleaning_NEG data_NEG real_NEG life_NEG situations_NEG course_NEG excellent_NEG job_NEG demonstrating_NEG importance_NEG interrelated_NEG critiques_NEG however_NEG usage_NEG different_NEG platforms_NEG exercises_NEG metadata_NEG quizzes_NEG confusing_NEG given_NEG distinct_NEG syntax_NEG think_NEG would_NEG powerful_NEG exercises_NEG quizzes_NEG platform_NEG furthermore_NEG metadata_NEG platform_NEG oftentimes_NEG overwhelmed_NEG number_NEG users_NEG frequently_NEG crashed_NEG going_NEG forward_NEG would_NEG recommend_NEG either_NEG ensuring_NEG servers_NEG handle_NEG amount_NEG user_NEG load_NEG switching_NEG platform_NEG entirely_NEG,3
2215,confidently say know sol thank professor,3
2216,awesome experience,3
2217,perfect know basic manage sol data,3
2218,course instruction good metadata database improved course deserve star,3
2219,nice web page test knowledge,3
2220,great course plenty online assignment practice,3
2221,one efficient course ever taken thank much learnt lot exercise,3
2222,high quality material experiment design thank teacher great effort,3
2223,course divided longer two main reason week way long cover material plus research need outside platform time required end much course deep_NEG enough_NEG much_NEG topic_NEG cover_NEG time_NEG constrains_NEG lot_NEG holes_NEG education_NEG end_NEG two_NEG reason_NEG better_NEG con_NEG get_NEG courses_NEG topic_NEG way_NEG go_NEG deeper_NEG sol_NEG explanation_NEG get_NEG thee_NEG time_NEG better_NEG understanding_NEG topic_NEG instead_NEG getting_NEG lot_NEG thing_NEG cope_NEG one_NEG week_NEG,3
2224,thank good course,3
2225,fantastic course sol prior_NEG exposure_NEG also_NEG addresses_NEG basic_NEG database_NEG structures_NEG relational_NEG schemes_NEG er_NEG diagrams_NEG providing_NEG excellent_NEG foundation_NEG work_NEG data_NEG relational_NEG databases_NEG,3
2226,course really give taste work real company data strongly recommend want master previously done lot small course web page far complete one end course amazed think capable,3
2227,interesting face problem metadata able_NEG even_NEG log_NEG lot_NEG students_NEG situation_NEG problem_NEG persists_NEG even_NEG debate_NEG test_NEG,1
2228,getting learn metadata bonus great class,3
2229,instructor careful include real world working experience learning make course especially interesting valuable,3
2230,great video great tutorial felt like learnt way better module took college lecture kept point long_NEG winding_NEG stories_NEG goes_NEG assignments_NEG manageable_NEG easy_NEG follow_NEG felt_NEG like_NEG learnt_NEG least_NEG everything_NEG taught_NEG instead_NEG usually_NEG,3
2231,easy understand wonderful,3
2232,really learned lot hard requires huge amount time master,3
2233,quite difficult course interesting,3
2234,great course,3
2235,really like course abundant exercise detailed explanation real world data sweetest professor good start sol beginner,3
2236,well structured easy follow effective,3
2237,hard useful,3
2238,quit tough course worth handiwork,3
2239,useful skill keep jane well prepared course company us software difference syntax,3
2240,course really awesome lot well designed exercise trained_NEG skill_NEG write_NEG sol_NEG query_NEG also_NEG deepen_NEG understanding_NEG relational_NEG database_NEG real_NEG business_NEG data_NEG provides_NEG learners_NEG opportunity_NEG get_NEG touch_NEG real_NEG business_NEG world_NEG excited_NEG recommend_NEG take_NEG course_NEG new_NEG beginner_NEG help_NEG get_NEG started_NEG soon_NEG already_NEG know_NEG basic_NEG knowledge_NEG sol_NEG course_NEG also_NEG good_NEG resource_NEG practice_NEG,3
2241,great course great example database would suggest renaming course managing big data metadata metadata component course heavy graded piece course used metadata would also make assignment graded peer reviewed think assignment really help completing_NEG quizzes_NEG thoughts_NEG,3
2242,great course take zero knowledge sol able write quite complicated query ready standard sol question job interview strongly recommended,3
2243,great course great tool interesting useful,3
2244,one best course taken really enjoying progress simple easy learn recommend anyone interested big data worth taking course get confidence go deeper big thanks jane wonderful instructor cheer vishnu,3
2245,nice course impressed,3
2246,good course learning sol tutorial material exercise provided well thought structured staff put lot effort thinking one like whole specialization recommend taking,3
2247,still week already love course give accurate information light manner exercise clear didactic also give answer exercise answer potentially uprising question alongside video lecture already giving confidence great asset data analyst,3
2248,useful covering related aspect information seeking,3
2249,excellent course provides learner concept skill necessary searching researching information library online lecture clear well organized activity student go deeper topic optional quiz helped check main concept,3
2250,excellent important investigation intellectual working,3
2251,avery good course provide lot information searching process tool management,3
2252,objective good material good practice help better build research purpose sometimes multiple answer quiz tricky,3
2253,comprehensive_NEG overall_NEG good_NEG course_NEG,3
2254,important knowledge skill finding information couse,3
2255,perfect guided course handicap accent speaking english hardly understand saying without subtitle precious effort,1
2256,love course help teaching personal development besides know several reference management tool course storing document really complicated make mess thank tutoring sharing,3
2257,course thorough detailed specialist exposure_NEG formal_NEG research_NEG needed_NEG understand_NEG process_NEG clearly_NEG confidently_NEG say_NEG perform_NEG good_NEG research_NEG obtain_NEG formal_NEG information_NEG data_NEG topic_NEG opposed_NEG surfing_NEG internet_NEG genuine_NEG knowledge_NEG great_NEG course_NEG well_NEG done_NEG instructors_NEG,3
2258,informative interesting find exercise contribute_NEG enough_NEG understanding_NEG material_NEG,3
2259,learned lot,3
2260,useful university student people new research world,3
2261,course everyone need pas,3
2262,useful handy tip,3
2263,concise straight point,3
2264,cool course,3
2265,informative well organized,3
2266,wonderful course information seeking,3
2267,useful,3
2268,experienced researcher learned lot course,3
2269,interesting course better done academic context ongoing project carry exercise access_NEG university_NEG library_NEG limited_NEG course_NEG presents_NEG alternatives_NEG us_NEG professionals_NEG still_NEG interested_NEG researching_NEG documenting_NEG work_NEG scientific_NEG approach_NEG,3
2270,reading material good_NEG even_NEG bad_NEG course_NEG videos_NEG excellent_NEG,3
2271,like say course bachelor student helpful study history always million source learned_NEG search_NEG intelligently_NEG also_NEG learned_NEG manage_NEG results_NEG papers_NEG carefully_NEG,3
2272,apart slightly confusing break sentence speaker good relevant information,3
2273,thought great course learning drug affect brain everyone dealt someone addicted drug watch give better idea people going,3
2274,satisfied quality information thank teacher thank emory thank course lie rodrigo alvarez,3
2275,really good detailed deep learning thank,3
2276,good course opened window world addiction,3
2277,learnt much addiction brain wish known since teen sharing learning family friend looking forward helping community aspect thank ever much valuable life saving information,3
2278,detailed information easy understand format,3
2279,course truly wonderful many intellectual mind opening surprise example almost fell chair learned vaccination development effort counter addiction,3
2280,addicted brain provided foundation conviction frontier community owned initiative help philippine war drug harm reduction principle applied principle magnesium mineral agent detoxification address saw doctor using mineral treating variety ailment patient among mineral end stage renal failure case dialysis cleared dialysis_NEG needed_NEG physician_NEG minerals_NEG therapy_NEG others_NEG symptoms_NEG substance_NEG abuse_NEG withdrawal_NEG syndrome_NEG due_NEG health_NEG conditions_NEG insomnia_NEG depression_NEG involuntary_NEG muscle_NEG movement_NEG muscles_NEG pain_NEG anxiety_NEG brain_NEG fog_NEG pins_NEG needles_NEG others_NEG addicted_NEG brain_NEG course_NEG must_NEG course_NEG working_NEG field_NEG drug_NEG addiction_NEG,3
2281,course amplified knowledge basket settle person directly indirectly affected substance addiction abuse great available kind course highly recommended,3
2282,learned much interesting,3
2283,informative however somebody need give instructor glass water :},3
2284,quite boring lot propaganda drug sometimes data presented misleading way make harm drug look greater though new topic may consider take course contains useful information,1
2285,informative though would recommend getting little background brain work general help get course,3
2286,like_NEG upgrade_NEG take_NEG quiz_NEG,2
2287,excellent content professor eloquent clear,3
2288,information stray ridiculously shallow unnecessarily deep stuff gear far removed importance discussing addiction time question poorly worded thoughtless whole thing reminds bad high school class part border misinformation seem almost underwritten dea paint distinct picture picture agenda really incomplete portrayal addiction point trying though,1
2289,enjoyed course way challenging extremely education knowledge accrued already use,3
2290,well presented course excellent illustration give good overview addiction pharmacology good link reading found title slightly misleading though course presented little information brain physiology except dopamine receptor,3
2291,great course wish focused glutamate dopamine role addiction relapse thank,3
2292,course useful hoped would cover area treatment better,3
2293,concise informative want understand epidemic health issue called addiction,3
2294,excellent course found informative,3
2295,course particularly helpful explanatory someone like little knowledge process substance human brain effect drug general enjoyed almost every lecture content way whole course structured however think way lecture delivered bit dry perspective drug addiction issue could presented,3
2296,interesting overview teacher clear competent lack opinion different source,3
2297,wonderful enlightening course clear precise explanation drug influenced brain function course also look human animal behaviour nature addiction motivation recommend anyone interested matter,3
2298,would want course informative efficient,3
2299,great overview relevant material well negotiated outline harm reduction positively impact longterm drug abuse,3
2300,interesting,3
2301,course clarifying informative lecturer charismatic didactic,3
2302,informative,3
2303,information great complaint would dry lecture meant_NEG content_NEG meant_NEG delivery_NEG,3
2304,instructor great material informative interesting highly recommend,3
2305,informative,3
2306,real pleasure learn,3
2307,well structured well explained course give original insight working human mind substance impact various way,3
2308,great thank much class,3
2309,found course well structured concise covered lot subject date information helpful diagram gave good real life example highly recommend everyone help understand substance misuse possible treatment also role wider society,3
2310,instructor class pretty boring really like course,3
2311,informative course,3
2312,point appealing professor amazing getting much useful information detail brain addict,3
2313,great course easy follow clear teaching interesting material,3
2314,unable even start click video week nothing happens_NEG,1
2315,course taught lot brain get addicted happens body taking drug test screen drug designed particular way etc,3
2316,worth skimming fast free learn little something brain expect_NEG learn_NEG much_NEG brain_NEG though_NEG title_NEG little_NEG misleading_NEG,2
2317,helped understand left family life meth addiction thankful reduced stress anger ove done even small amount understanding,3
2318,loved learned lot,3
2319,well expected debt seems course oriented general public,2
2320,course satisfied various aspect brief clear thank instructor nice presentation nevertheless would expect pharma treatment approach drug available market new trend psychotherapy application demonstration would useful,2
2321,thank course professor kumar really appreciate organization content appreciate deeply interest subject,3
2322,comprehensive easy follow regret pro animal testing,3
2323,helpful understanding addiction,3
2324,graduate student counseling course added dimension coursework future career needed much appreciated idea broken understandable portion helpful knowledge neuron work term associated therein,3
2325,boring learn_NEG anything_NEG already_NEG know_NEG like_NEG watching_NEG anti_NEG drug_NEG propaganda_NEG film_NEG could_NEG finish_NEG,1
2326,good lecture,3
2327,fabulous training eye opening,3
2328,knowledgeable professor distracting background prefer direct eye contact rather professor sometimes filmed looking_NEG directly_NEG camera_NEG course_NEG gave_NEG excellent_NEG information_NEG enjoyed_NEG,2
2329,great course good overview subject kumar great speaker easy understand calm,3
2330,good course external link longer_NEG working_NEG,3
2331,informative right mark society feel available line treatment help thank,3
2332,useful interesting,3
2333,course give good information addicted brain correct_NEG name_NEG second_NEG part_NEG course_NEG give_NEG detail_NEG information_NEG different_NEG drugs_NEG body_NEG biology_NEG directly_NEG related_NEG brain_NEG however_NEG training_NEG good_NEG change_NEG label_NEG,2
2334,interesting mind opening clear easy follow lecture enjoyed course much,3
2335,great course put well never felt_NEG like_NEG head_NEG,3
2336,informative new study addiction already familiar ton great useful information,3
2337,excellent course easy use format enjoyable informative resource video lecture high standard,3
2338,one finest course course topic interesting certain release chemical neurotransmitter involved day day life factor experiment scanning brain imaging technique show brain responds various factor like drug addicted brain differs normal brain metabolism interesting,3
2339,yeah would give zero possible shallow general cannot learn much want course neuroscience way better course hell emory hell course feel le le sincerity course moon day ex much better job perspective,1
2340,providing knowledge drug drug addiction would preferred depth guide inner working brain related drug nevertheless served good introduction addiction,3
2341,simple enough_NEG informative_NEG,2
2342,recently graduated mow concentrated course load child found addiction knowledge lacking upon graduation many family affected addiction good conscience could work_NEG children_NEG families_NEG without_NEG learning_NEG extremely_NEG helpful_NEG course_NEG gave_NEG passion_NEG knowledge_NEG concerning_NEG children_NEG addiction_NEG terms_NEG vulnerability_NEG prevention_NEG risk_NEG protective_NEG factors_NEG instructor_NEG wonderful_NEG non_NEG judgmental_NEG informative_NEG loved_NEG neurobiology_NEG explanations_NEG well_NEG thank_NEG,3
2343,love course learned really though would frist place thank ever soo much,3
2344,course helpful kept learning course completed quiz help understand mechanism addiction dopamine work class illicit drug animal self administration model learn animal experiment vulnerability addiction risk protective factor addiction study addiction better understanding addiction pronunciation professor clear help improve english thanks much enjoy,3
2345,great course,3
2346,interesting material presented clear manner great instruction interesting substance,3
2347,possible would give course zero star provides incredibly closed minded view towards topic provides minimal factual information maker course especially instructor obviously little experience_NEG kind_NEG topics_NEG discuss_NEG,1
2348,found course informative volunteer drug court work homeless ex felon many substance abuse co occurring issue information class greatly help work,3
2349,excellent introductory course useful completed student pace,3
2350,interested topic however found instructor presentation monotony slow paced dropped sure know material cold sure much better live class reading appropriate course line solid however media_NEG done_NEG talking_NEG camera_NEG thing_NEG deadly_NEG presenters_NEG bow_NEG age_NEG thing_NEG older_NEG sure_NEG ask_NEG presentations_NEG entertaining_NEG engaging_NEG perhaps_NEG course_NEG lecturers_NEG present_NEG front_NEG small_NEG groups_NEG great_NEG courses_NEG unfortunate_NEG understand_NEG course_NEG offer_NEG free_NEG look_NEG option_NEG transfer_NEG one_NEG fee_NEG another_NEG course_NEG unhappy_NEG hope_NEG constructive_NEG lecturer_NEG course_NEG,1
2351,fun informative course lot information various addiction science thereof impact society highly recommended,3
2352,learned lot course thought rat experiment interesting revealing,3
2353,enjoyed participating course,3
2354,course useful practical easy understand really given new insight disease addiction,3
2355,information,3
2356,excellently presented course informative really good recommended link read along side course context well thought,3
2357,maybe easy focused society brain enjoyed though,2
2358,excellent insight become addict encourages research,3
2359,course extremely informative easy understand feel,3
2360,interesting,3
2361,found course enriching understanding physiological reason person addicted act think peculiar way also enlightening relapse frequent recovering addict,3
2362,course fundamental understand remember drug,3
2363,great course interesting clear drinking talk french expression :-),3
2364,easy understand taught compassion real understanding addiction,3
2365,instructor presented material clear compassionate way see,3
2366,content great presentation bit dry feel got lot course,3
2367,excellent course cover scientific qualitative aspect drug addiction physical dependency,3
2368,fascinating course,3
2369,excellent course interesting good teaching method,3
2370,informative,3
2371,addiction smoking_NEG alcohol_NEG drugs_NEG way_NEG way_NEG beyond_NEG thanks_NEG michael_NEG kumar_NEG emory_NEG university_NEG revealing_NEG,3
2372,excellent course love instructor style,3
2373,informative course well structure easy follow,3
2374,well structured factual also many resource made available learning,3
2375,well since got stocked university homework could get_NEG chance_NEG finish_NEG course_NEG expecting_NEG definitely_NEG would_NEG like_NEG let_NEG know_NEG amazing_NEG journey_NEG add_NEG obligated_NEG ritalin_NEG society_NEG gets_NEG comfortable_NEG around_NEG although_NEG never_NEG made_NEG feel_NEG better_NEG made_NEG people_NEG around_NEG stop_NEG complaining_NEG energy_NEG still_NEG addict_NEG pill_NEG end_NEG thanks_NEG emory_NEG university_NEG guys_NEG succeeded_NEG know_NEG body_NEG goes_NEG tend_NEG add_NEG never_NEG got_NEG reach_NEG treatment_NEG parts_NEG least_NEG going_NEG give_NEG lecture_NEG side_NEG effects_NEG ritalin_NEG university_NEG end_NEG thanks_NEG letting_NEG us_NEG know_NEG best_NEG gift_NEG ever_NEG :)_NEG,3
2376,career dieter constantly reading cause obesity cannot say learned anything earth shattering however research discussed support learned listening podcasts institute psychology eating,1
2377,feel underwritten dea aimed perhaps high school student slow pace info could distilled le half lecture completed week day really_NEG distinguish_NEG users_NEG without_NEG serious_NEG problems_NEG addicts_NEG believe_NEG amplifies_NEG gateway_NEG effects_NEG experimentation_NEG people_NEG meet_NEG users_NEG brain_NEG damaged_NEG addicts_NEG creates_NEG exaggerated_NEG arbitrary_NEG distinction_NEG prescribed_NEG drugs_NEG good_NEG recreational_NEG bad_NEG dismisses_NEG possible_NEG benefits_NEG substances_NEG legal_NEG noting_NEG medical_NEG marijuana_NEG helpful_NEG hiv_NEG patients_NEG certainly_NEG understatement_NEG components_NEG also_NEG helpful_NEG cancer_NEG patients_NEG anxiety_NEG perhaps_NEG break_NEG studies_NEG common_NEG drugs_NEG work_NEG effects_NEG separately_NEG mechanisms_NEG addiction_NEG treatment_NEG however_NEG appreciated_NEG reduce_NEG harm_NEG policy_NEG economics_NEG,1
2378,interesting really introduction,2
2379,fairly interesting course learned quite bit say taking class content seemed irrelevant overall great course,3
2380,course beyond informative exposed afflicted addiction deal daily basis life even information taught easy learn manner kumar incredible understand functioning addict brain much thoroughly grateful course presentation honored able participant,3
2381,excellent way understand,3
2382,course give new vision several way addiction related alteration brain function given chronic drug use brain damage reflected general another important point policy reduce harm allows opportunity people reduces_NEG social_NEG personal_NEG costs_NEG overall_NEG health_NEG drug_NEG courts_NEG work_NEG avoid_NEG stigma_NEG people_NEG addicted_NEG invited_NEG read_NEG study_NEG learn_NEG thank_NEG much_NEG team_NEG course_NEG congratulations_NEG michel_NEG,3
2383,excellent course wanted,3
2384,good introductory course various aspect addiction wish would introduce second part comprehensive information,3
2385,thank great lecture really learned lot course :),3
2386,short course cover problematic drug addiction,3
2387,maybe med graduate already expected much course ok impression always like much talking important stuff going discussed really_NEG facts_NEG would_NEG rather_NEG learn_NEG practical_NEG knowledge_NEG anyway_NEG learnt_NEG new_NEG things_NEG well_NEG,2
2388,really good practical course,3
2389,interesting course material pretty difficult presented clear manner learned lot professor,3
2390,great informative course clear interesting would appreciated bit discussed tip help prevent deal drug abuse addiction thank course,3
2391,good course little easy psychology major,3
2392,extremely interesting enlightening course instructor professor kumar incredible lecturer pleasurable voice amicable attitude topic drug addiction discussed many level physiology societal change would certainly recommend course anyone wish better understand problem addiction either personal reason academic interest,3
2393,great course liked deadline notification option also liked opportunity complete work pace final deadline end course busy schedule option wonderful allowed complete assignment credit,3
2394,insightful although assignment bit easy perhaps could discussion rat park experiment maybe even possibility drug used recreational use,3
2395,interesting lay person interested topic,2
2396,good trip,3
2397,interesting comprehensive helpful exhaustive data corroborated various field knowledge thank much,3
2398,excellent enjoyed lecture material part enlightening interesting,3
2399,interesting course,3
2400,really disappointing course content shallow despite impressive credential professor quiz ridiculously easy,1
2401,great insight addicted brain done great broad introduction drug addiction brain,3
2402,thank much professor excellent course,3
2403,far educational would appreciate video would little descriptive,3
2404,individual course topic evenly distributed presented meticulous thorough well elaborate manner lecturer inviting encouraging whereas technical specification video lecture quiz exceptionally good overall addicted brain course positively predisposes towards opting course provided sponsored emory university,3
2405,really enjoyed course informative,3
2406,highly rated course good choice young senior addiction important_NEG prevent_NEG addictive_NEG trends_NEG help_NEG addicted_NEG people_NEG michael_NEG kumar_NEG explains_NEG clearly_NEG simply_NEG choice_NEG experiment_NEG examples_NEG complex_NEG brain_NEG behaviors_NEG thank_NEG emory_NEG university_NEG course_NEG,3
2407,easy fun video fantastic,3
2408,course last year since psychological knowledge hard_NEG understand_NEG concepts_NEG really_NEG attracts_NEG forum_NEG tried_NEG post_NEG question_NEG assignment_NEG forum_NEG quickly_NEG got_NEG reply_NEG peer_NEG started_NEG participate_NEG forum_NEG discussion_NEG learn_NEG lot_NEG come_NEG join_NEG us_NEG,3
2409,excellent course professor enthusiastic subject conveys student great course grappling issue created addiction,3
2410,short understandable lecture interesting topic professor good master topic need_NEG background_NEG neuroscience_NEG since_NEG professor_NEG explains_NEG everything_NEG well_NEG,3
2411,real interesting useful course since major_NEG though_NEG sometimes_NEG hard_NEG understand_NEG concept_NEG still_NEG quite_NEG good_NEG nice_NEG teacher_NEG,3
2412,great course approaching many aspect addiction behavioral study well neuroscience aspect,3
2413,good interesting subject well organized,3
2414,found course content professor engaging thorough appreciated methodical manner scientific content provided visuals absolutely key helping completely grasp,3
2415,useful enjoy,3
2416,somewhat simple still good basic introduction,2
2417,informative thoroughly enjoyed class teacher,3
2418,fantastic review brain effect harmful substance thank,3
2419,briefly introduce concept drug use neuroscience good introduction course,3
2420,trainee lawyer found course quite good helpful portugal lot drug issue knowing drug addiction work human brain might helpful especially court individual convicted drug issue sometimes choice_NEG thank_NEG course_NEG hope_NEG courses_NEG available_NEG kind_NEG issues_NEG,3
2421,informative_NEG simple_NEG also_NEG way_NEG much_NEG repeating_NEG,1
2422,interesting,3
2423,great course could little dense technical information excellent broad overview topic,3
2424,informative earth accessible academic type ordinary folk,3
2425,good introduction people become addict key point learnt brain wired addicted addiction brain disease need seen treated coffee drink everyday drug,3
2426,like much class learned lot useful career thanks,3
2427,absolutely loving course lecturer extremely thorough explanation thank much giving opportunity,3
2428,learnt lot,3
2429,interesting mind opening course enjoying,3
2430,well designed course couple close family member addict pill gambling highly recommend class professor excellent benefited lecture,3
2431,enjoyed material flow topic presented trouble getting video load module week unfortunate interesting thanks,3
2432,learned important concept material repeated many time redundancy information eliminated imagine much student course could learn,2
2433,well presented incredibly interesting,3
2434,informative felt instructor somehow confident position though give lip service position sure_NEG bothered_NEG since_NEG agree_NEG importance_NEG compassionate_NEG punitive_NEG stance_NEG towards_NEG addiction_NEG fact_NEG nothing_NEG course_NEG would_NEG also_NEG enjoyed_NEG seeing_NEG detailed_NEG case_NEG studies_NEG,3
2435,course give comprehensive overview drug affect brain well practical advice person government address issue scientific simple way make people really understand dealing especially concept morbidity,3
2436,excellent great timely information nicely done,3
2437,clear organized material,3
2438,enjoyed every minute education thank,3
2439,exciting clear informative,3
2440,amazing easy learn really really great teacher,3
2441,rated number want learn new stuff protection body,2
2442,interesting say leastways cant access_NEG certificate_NEG paid_NEG successfully_NEG passed_NEG,1
2443,good teacher,3
2444,useful basic refresher course anyone work volunteer substance abuse field wanted know latest brain research get update various drug category,3
2445,comprehensive aspect drug addiction though bit difficult without medical biological background knowledge animation diagram illustration would make course better,3
2446,great course physiological aspect addiction brain psychology please expand course,3
2447,excellent interesting course important topic professional production high quality lecture quite easy apart brain chemistry section,3
2448,great contribution healthy humanity,3
2449,excellent clear,3
2450,love addicted brain course teach many cool thing drug neurotransmitter drug affect body,3
2451,informative dry presentation,1
2452,amazing course lot learn course director took time explain thing even layman understand perfect course perfect lecture loved every aspect,3
2453,lecturer explains fact really good determined someone english second language really easy understand material,3
2454,awesome course,3
2455,course content rigor learning great thanks,3
2456,bad_NEG tests_NEG difficult_NEG specially_NEG understand_NEG right_NEG questions_NEG materials_NEG good_NEG details_NEG make_NEG experience_NEG good_NEG however_NEG overall_NEG good_NEG course_NEG,3
2457,excellent course want internalize understand course content tool requires time estimate written course outline,3
2458,working professional field data analytics tableau one application use daily basis motive taking course learn innovative technique used professional tableau fact nothing new_NEG learn_NEG terms_NEG techniques_NEG would_NEG say_NEG course_NEG suits_NEG best_NEG beginner_NEG someone_NEG already_NEG lineage_NEG tableau_NEG pros_NEG hourglass_NEG model_NEG one_NEG things_NEG liked_NEG final_NEG project_NEG submission_NEG really_NEG challenging_NEG help_NEG learn_NEG lot_NEG new_NEG things_NEG cons_NEG weekly_NEG tests_NEG lengthy_NEG every_NEG get_NEG big_NEG deal_NEG trial_NEG error_NEG questions_NEG weekly_NEG course_NEG subjective_NEG cannot_NEG single_NEG correct_NEG answer_NEG retake_NEG test_NEG get_NEG due_NEG subjective_NEG course_NEG definitely_NEG changed_NEG way_NEG looking_NEG data_NEG way_NEG decipher_NEG looking_NEG forward_NEG continue_NEG take_NEG courses_NEG part_NEG esteemed_NEG analytics_NEG community_NEG,3
2459,excellent explanation flow teaching clear,3
2460,excellent introductory course tableau,3
2461,resourceful,3
2462,complex function tableau could explained better,3
2463,good course introductory tableau visualization,3
2464,really interesting even little complex time,3
2465,good course basic learning tableau,3
2466,great class give intro_NEG tableau_NEG takes_NEG becoming_NEG intermediate_NEG level_NEG user_NEG highly_NEG recommend_NEG field_NEG looking_NEG enter_NEG skill_NEG want_NEG add_NEG resume_NEG,3
2467,good start u learn tableau think video instruction clear_NEG,3
2468,excellent content final assessment giving nice funny challenge well done team,3
2469,think could assistance respect practice exercise :) otherwise lecture jane absolutely terrific :),3
2470,instructor masterfully convey material carefully craft course material hence course easy follow enjoyable content also relevant practical industry use,3
2471,great learning experience,3
2472,best course analytics person,3
2473,enough_NEG tableau_NEG use_NEG title_NEG course_NEG,2
2474,best course thanks course duke university,3
2475,best course,3
2476,intense course confident tableau ever complete professor made course interesting knowledge rich,3
2477,great course lot practical advice tip carry visualization analytic project beginning end,3
2478,good level difficulty right,3
2479,really good course designed professional well associative academy jane really presented everything well also thanks course providing course,3
2480,nice course practical commendable little bit demanding dedicated time upper theoretical time good case congratulation,3
2481,great course,3
2482,great class learned lot,3
2483,good course tableau effective communication,3
2484,interesting course helpful need grab analyse visualize data thanks,3
2485,great experience really fun exciting work real data trying solve real business problem teacher really clear presentation cleary see effort whole team made creation course favorite probably harder course take course,3
2486,tableau course worth learning tableau visualisation method quite different excel final project time effort demanding wonderful chance utilise learned course one thing enjoying_NEG course_NEG forum_NEG quite_NEG organised_NEG support_NEG response_NEG instructor_NEG mentors_NEG like_NEG online_NEG classes_NEG,3
2487,steep learning curve switching video lecture final assignment enjoyed challenge relevant link learn specific topic tool would helpful interesting data set work salary cognition challenging problem statement intention learn tableau tool would recommend_NEG course_NEG part_NEG expectation_NEG also_NEG hence_NEG stars_NEG,3
2488,one best course taken ever,3
2489,challenging rewarding taught basic tableau via comms,3
2490,far brilliant lucid,3
2491,unprecedented high speaking speed,1
2492,pretty basic introduction tableau skill introduced exactly need get started,3
2493,one best course ever taken fun yet detailed yes take bit hour per week learn much using tableau learn ask right question also learn present data analytics result suite whoever asked highly recommend anyone beginner experienced business data analyst,3
2494,need help available least paying student answer question clear misunderstanding quiz taking much time,1
2495,learned lot course may even able get tableau certification result,3
2496,instructor informative course material excellent,3
2497,great course course teaching_NEG operate_NEG tableau_NEG important_NEG learn_NEG link_NEG data_NEG business_NEG problem_NEG help_NEG people_NEG make_NEG better_NEG decision_NEG,3
2498,perfect course beginner get acquainted tableau tool,3
2499,well designed impressive course learn lot tableau technique whole process data analysis including preparing data analysis process scientific guidance making persuasive illustration giving high quality presentation learned lot,3
2500,comprehensive clear content delivery usable helpful learning tool,3
2501,excellent course enjoy learning experience highly recommend course anyone want learn tableau good luck,3
2502,great introduction lesson regarding tableau,3
2503,awesome tool teach think like data scientist,3
2504,good course,3
2505,excellent course well,3
2506,really enjoy course explanation utilization tableau best really recommend anyone interest data analysis need work lot data daily activity,3
2507,good course open mind fast appealing visualisation data turning insight,3
