Id,Review,Sentiment
314,technical fun exploration accounting analytics completed full gamut analytics business context covered specialization,3
315,prof brain superb hold teaching ability complicated subject accounting unmatched,3
316,thank,3
317,vote pro bushee,3
318,good course beginner analytics module good one,3
319,excellent course aspiring financial analyst,3
320,love course much practical systematical content useful accounting professionbut little bit challenging follow watched whole video time order pas assignment,3
321,ok bushee knowledgeable enthusiastic teacher lesson dense compared content rest wharton ba program actually like detail think covered quickly course probably made longer deal ratio balance sheet jargon flying breathless pace would better focus key one walk example little slowly quiz extremely tricky many choose one answer difficult find part video review missed question transcript machine generated make difficult search specific word difficult remember concept covered much video last week felt disconnected first week like belonged different course almost pretty good though liked contained specific example chart,2
322,great introduction accounting analytics unexpected lecturing dialogue could analytics additional optional problem set explore deeply,2
323,believe good course even software engineer understand manipulating finacial report detect,3
324,professor really amazing make every lecuture interesting easy understand,3
325,outstanding teacher metodology best course kind come accross business school mba,3
326,excellent designed course thanks,3
327,excellent online course caters wide spectrum audience different learning background also love cut scene classroom student make funny comment ask question haha,3
328,five star enough_NEG express_NEG satisfaction_NEG love_NEG course_NEG instructor_NEG proactive_NEG community_NEG every_NEG questions_NEG posted_NEG got_NEG direcly_NEG feedback_NEG teaching_NEG staff_NEG prof_NEG bushee_NEG besttttt_NEG course_NEG among_NEG wharton_NEG analytics_NEG sessions_NEG honestly_NEG try_NEG,3
329,little tough sometimes instructive,3
330,feedback beta tester course week thought video clear well organized flowed well topic topic clear logic professor developed various ratio missing line quiz tell_NEG told_NEG type_NEG rather_NEG ones_NEG make_NEG think_NEG example_NEG final_NEG video_NEG week_NEG optional_NEG video_NEG instead_NEG suggesting_NEG students_NEG play_NEG spreadsheet_NEG think_NEG would_NEG better_NEG give_NEG actual_NEG task_NEG two_NEG change_NEG assumption_NEG value_NEG impact_NEG ratio_NEG liked_NEG showed_NEG numbers_NEG needed_NEG changed_NEG make_NEG share_NEG valuation_NEG closer_NEG rather_NEG telling_NEG us_NEG answer_NEG would_NEG another_NEG opportunity_NEG students_NEG stop_NEG video_NEG go_NEG try_NEG specific_NEG task_NEG likely_NEG students_NEG go_NEG work_NEG spreadsheet_NEG real_NEG learning_NEG takes_NEG place_NEG one_NEG things_NEG really_NEG liked_NEG design_NEG prior_NEG courses_NEG professor_NEG bushee_NEG fact_NEG examples_NEG throughout_NEG videos_NEG apply_NEG information_NEG right_NEG away_NEG perhaps_NEG know_NEG learn_NEG lot_NEG better_NEG rather_NEG watching_NEG videos_NEG going_NEG yeah_NEG makes_NEG sense_NEG understand_NEG also_NEG recognize_NEG students_NEG past_NEG courses_NEG probably_NEG said_NEG find_NEG line_NEG quizzes_NEG valuable_NEG reflection_NEG value_NEG line_NEG quizzes_NEG whole_NEG line_NEG quizzes_NEG simply_NEG require_NEG parroting_NEG something_NEG said_NEG video_NEG sure_NEG professor_NEG come_NEG lots_NEG examples_NEG week_NEG video_NEG line_NEG quiz_NEG might_NEG provide_NEG numbers_NEG de_NEG levered_NEG net_NEG income_NEG sales_NEG average_NEG total_NEG assets_NEG average_NEG shareholder_NEG equity_NEG asking_NEG results_NEG ratios_NEG dupont_NEG analysis_NEG maybe_NEG think_NEG means_NEG type_NEG question_NEG necessarily_NEG marked_NEG answer_NEG provided_NEG video_NEG alternatively_NEG could_NEG students_NEG change_NEG specific_NEG things_NEG woof_NEG junction_NEG spreadsheet_NEG indicate_NEG impact_NEG ratios_NEG week_NEG video_NEG offers_NEG lots_NEG similar_NEG opportunities_NEG profitability_NEG turnover_NEG ratios_NEG perhaps_NEG requiring_NEG students_NEG work_NEG backwards_NEG specific_NEG ratio_NEG determine_NEG gross_NEG profit_NEG would_NEG effective_NEG perhaps_NEG question_NEG relates_NEG strategy_NEG specifically_NEG ratios_NEG example_NEG would_NEG happen_NEG gross_NEG margin_NEG woof_NEG introduced_NEG credit_NEG card_NEG days_NEG receivable_NEG increased_NEG something_NEG engage_NEG people_NEG materials_NEG videos_NEG offer_NEG similar_NEG opportunities_NEG think_NEG specific_NEG problems_NEG questions_NEG enhance_NEG learning_NEG experience_NEG rather_NEG suggesting_NEG go_NEG look_NEG spreadsheet_NEG audience_NEG courses_NEG tends_NEG quite_NEG bit_NEG different_NEG average_NEG upper_NEG tier_NEG university_NEG student_NEG probably_NEG needs_NEG bit_NEG hand_NEG holding_NEG direction_NEG order_NEG successful_NEG also_NEG professor_NEG bushee_NEG expects_NEG students_NEG watch_NEG optional_NEG videos_NEG anyway_NEG make_NEG optional_NEG case_NEG valuation_NEG video_NEG despite_NEG mathematics_NEG little_NEG scary_NEG students_NEG think_NEG information_NEG really_NEG useful_NEG helps_NEG solidify_NEG understanding_NEG spreadsheet_NEG wondering_NEG quiz_NEG question_NEG would_NEG helpful_NEG perhaps_NEG might_NEG provide_NEG new_NEG set_NEG financials_NEG woof_NEG junction_NEG ask_NEG ratio_NEG calculation_NEG means_NEG terms_NEG position_NEG marketplace_NEG something_NEG similar_NEG practice_NEG questions_NEG get_NEG people_NEG working_NEG information_NEG comments_NEG basically_NEG apply_NEG remainder_NEG weeks_NEG think_NEG would_NEG help_NEG students_NEG line_NEG quizzes_NEG breaks_NEG longer_NEG videos_NEG helps_NEG keep_NEG students_NEG focused_NEG also_NEG provides_NEG reinforcement_NEG key_NEG concepts_NEG really_NEG liked_NEG quiz_NEG week_NEG even_NEG though_NEG struggled_NEG questions_NEG multiple_NEG correct_NEG responses_NEG quiz_NEG effectively_NEG reinforces_NEG information_NEG covered_NEG well_NEG requires_NEG one_NEG think_NEG covered_NEG lectures_NEG may_NEG want_NEG remind_NEG students_NEG questions_NEG may_NEG change_NEG quiz_NEG quiz_NEG many_NEG demand_NEG courses_NEG quiz_NEG questions_NEG change_NEG students_NEG may_NEG habit_NEG rereading_NEG questions_NEG gotten_NEG correct_NEG previous_NEG attempts_NEG week_NEG revenue_NEG cash_NEG collection_NEG talking_NEG days_NEG unearned_NEG revenue_NEG mentions_NEG increase_NEG means_NEG slower_NEG future_NEG recognition_NEG bit_NEG explanation_NEG around_NEG means_NEG would_NEG useful_NEG week_NEG particular_NEG additional_NEG comments_NEG lectures_NEG line_NEG questions_NEG might_NEG good_NEG .._NEG found_NEG benford_NEG law_NEG really_NEG interesting_NEG week_NEG would_NEG really_NEG nice_NEG something_NEG break_NEG lectures_NEG line_NEG quiz_NEG questions_NEG might_NEG help_NEG would_NEG also_NEG help_NEG reinforce_NEG material_NEG week_NEG quiz_NEG question_NEG double_NEG negative_NEG wording_NEG question_NEG correct_NEG response_NEG may_NEG cause_NEG confusion_NEG students_NEG particularly_NEG english_NEG native_NEG language_NEG overall_NEG commentsi_NEG enjoyed_NEG course_NEG learned_NEG lot_NEG wondering_NEG whether_NEG would_NEG possible_NEG provide_NEG summary_NEG document_NEG key_NEG information_NEG week_NEG related_NEG ratio_NEG calculations_NEG key_NEG things_NEG look_NEG related_NEG ratios_NEG know_NEG ratios_NEG provided_NEG spreadsheet_NEG might_NEG good_NEG written_NEG summary_NEG supplemental_NEG information_NEG use_NEG ratios_NEG think_NEG line_NEG quizzes_NEG practice_NEG questions_NEG would_NEG helpful_NEG students_NEG perhaps_NEG ones_NEG asked_NEG students_NEG specific_NEG things_NEG spreadsheet_NEG come_NEG back_NEG answer_NEG need_NEG long_NEG complicated_NEG something_NEG gets_NEG people_NEG spreadsheets_NEG working_NEG early_NEG may_NEG want_NEG something_NEG stronger_NEG encourage_NEG play_NEG spreadsheet_NEG many_NEG feel_NEG reluctant_NEG change_NEG numbers_NEG spreadsheet_NEG fear_NEG messing_NEG perhaps_NEG reminder_NEG change_NEG whatever_NEG want_NEG mess_NEG something_NEG always_NEG download_NEG save_NEG copy_NEG play_NEG leaving_NEG original_NEG untouched_NEG also_NEG might_NEG good_NEG idea_NEG playground_NEG sheet_NEG simple_NEG set_NEG financial_NEG statements_NEG students_NEG try_NEG changing_NEG things_NEG financial_NEG statements_NEG see_NEG impact_NEG key_NEG ratios_NEG without_NEG move_NEG one_NEG spreadsheet_NEG another_NEG combination_NEG original_NEG tab_NEG first_NEG two_NEG columns_NEG ratios_NEG tab_NEG might_NEG even_NEG want_NEG two_NEG columns_NEG ratios_NEG one_NEG ratios_NEG original_NEG numbers_NEG change_NEG fixed_NEG values_NEG one_NEG changed_NEG numbers_NEG students_NEG see_NEG effect_NEG changes_NEG easily_NEG terms_NEG spreadsheets_NEG thought_NEG original_NEG ratios_NEG commonsize_NEG tabs_NEG fairly_NEG straight_NEG forward_NEG relatively_NEG easy_NEG understand_NEG may_NEG case_NEG people_NEG less_NEG familiar_NEG ms_NEG excel_NEG know_NEG target_NEG audience_NEG course_NEG students_NEG may_NEG proficient_NEG tool_NEG valuation_NEG tab_NEG wondering_NEG numbers_NEG row_NEG highlighted_NEG way_NEG emphasize_NEG years_NEG clear_NEG first_NEG glance_NEG lot_NEG mistakes_NEG subtitles_NEG pointed_NEG many_NEG flagging_NEG specific_NEG videos_NEG occurred_NEG thank_NEG opportunity_NEG participate_NEG beta_NEG test_NEG course_NEG hope_NEG comments_NEG helpful_NEG missed_NEG much_NEG causes_NEG students_NEG issues_NEG course_NEG goes_NEG live_NEG,3
331,thank much awesome course really enjoyed learned alot really liked selected topic act like intro really interesting field programming learned np multiple time never found_NEG use_NEG problems_NEG really_NEG good_NEG informative_NEG think_NEG linear_NEG programming_NEG pretty_NEG rushed_NEG expanded_NEG two_NEG weeks_NEG details_NEG maybe_NEG add_NEG problem_NEG explain_NEG use_NEG duality_NEG,3
332,like_NEG course_NEG weak_NEG explanations_NEG algorithms_NEG almost_NEG assignments_NEG googled_NEG spent_NEG time_NEG googling_NEG algorithms_NEG code_NEG submitted_NEG something_NEG goes_NEG wrong_NEG possible_NEG understand_NEG really_NEG happened_NEG,1
333,nice one,3
334,poor course never give_NEG algorithm_NEG clue_NEG problem_NEG come_NEG forum_NEG help_NEG people_NEG general_NEG ideas_NEG solve_NEG problem_NEG waist_NEG lot_NEG time_NEG debugging_NEG still_NEG could_NEG pass_NEG assignment_NEG total_NEG waste_NEG time_NEG garbage_NEG course_NEG,1
335,like content course felt much topic crammed one single course struggle lot grasp concept advanced algorithm relying video lecture look around internet additional resource nonetheless satisfying experience though took lot time effort complete assignment,2
336,loved learnt also implemented project using google map api organization working,3
337,inadequate student teacher participation forum leaving student figure thing without assistance collaboration insufficient explanation math concept required fully understand lecture,1
338,problem really challenging thank however instructor active_NEG discussion_NEG forum_NEG pity_NEG really_NEG need_NEG help_NEG get_NEG stucked_NEG problem_NEG set_NEG,3
339,excellent tough course need work simply_NEG called_NEG advanced_NEG algorithms_NEG complexity_NEG forced_NEG test_NEG code_NEG properly_NEG even_NEG properly_NEG previous_NEG specialisation_NEG course_NEG,3
340,thank much learned lot course recommend,3
341,enjoyed course lot cannot thank instructor enough would interesting could go deeper linear programming extension integer programming discussion duality bit fast,3
342,easy undestand need example,2
343,good one,3
344,great intro ableton good hand experience nice starting point seek expand music creation toolset,3
345,great fun easy learn,3
346,personally think learnt google youtube course join course certification certificate find course much_NEG value_NEG,2
347,course give good basic overview softwareas newbie daw software helpsactually needed determine going purchase full versioni,3
348,offer nice introduction ableton usage however would lovely longer course .. loved way instruction topic covered,3
349,really great course,3
350,really useful beginner,3
351,must want start using ableton,3
352,excellent course great content task learning environment helped rediscover love creating music well suited ableton way working,3
353,good introduction people blend hard earn vote hope apear intermediate advanced course,3
354,great introduction ableton newcomer learn basic enough start create music,3
355,awesome course intro refresh skill,3
356,awesome beginner,3
357,cool best line learned lotthanks much,3
358,easy enjoy everyone also child old papa anyone thanks erin barra,3
359,great introduction ableton love music change way create sound melody rhythm ...,3
360,week longer,3
361,great course people know_NEG ableton_NEG exercises_NEG easy_NEG understand_NEG,3
362,good course getting quick effective introduction one coolest daw around barra explained everything nicely easy grasp manner go ahead looking digital music production even remotely,3
363,perfect starting point ableton live,3
364,mo comment went way fast contact_NEG deep_NEG,1
365,thorough possible given time constraint erin barra terrific job condensing material ended appreciating appeal ableton live say non linear clip based daw program push endless still learning sort thing good basic foundation work thanks ...,3
366,great beginner want get ableton daw,3
367,good course really wish next advanced level course,3
368,excellent experience material instructor pace course really good,3
369,well presented thorough introduction fundamental tool available ableton live,3
370,great course teach basic software,3
371,thank m professor erin bara pest,3
372,give soft view precise information live looking input start recording start creating kind music strongly recommend,3
373,great class learning fundamental basic within ableton live project realistic designed educate student matter_NEG level_NEG knowledge_NEG,3
374,great getting started feel much confident navigating way around ableton workspace using blend opened wonderful idea opportunity :),3
375,please create another course,3
376,fantastic help create music represents,3
377,fully recommend want dive ableton live,3
378,great course even greater lecturer help ease user ableton live,3
379,learned much class instructor great job explaining content,3
380,great course,3
381,light practical course good beginner also nice refresh tip intermediate user,3
382,great course people want learn easily base program,3
383,helpful acquiring necessary knowledge live would recommend course several others like interested get hand ableton,3
384,excellent introduction extremely powerful digital audio workstation one used month still learned great deal course highly recommended :),3
385,great course,3
386,recommend_NEG better_NEG skimming_NEG ableton_NEG manual_NEG using_NEG search_NEG function_NEG get_NEG answers_NEG want_NEG,1
387,good course must take beginner,3
388,great introductory course ableton,3
389,loved easy learn easy understand use ableton work production nice teacher,3
390,simply introduction definitely help learn program least surface level gain basic functionality well way crafting complex arrangement desire,3
391,erin barra excellent teacher one best ever encountered course plan well thought structured absolute beginner well ableton experience benefit highly recommend,3
392,really great course video clear learned ton program using year record audio,3
393,one best introduction ableton live course sharp point make sketch small track every week great way get involved daw,3
394,loving course,3
395,great course start working way around incredible tool ableton offer,3
396,understand_NEG submitting_NEG process_NEG till_NEG fourth_NEG week_NEG feel_NEG could_NEG offered_NEG detailed_NEG description_NEG review_NEG fourth_NEG week_NEG justice_NEG peers_NEG,2
397,excellent overview practice new ableton live user,3
398,learned much using ableton live course really give basic program really great especially want use program producing recording highly recommend anyone interested ableton berklee online,3
399,excellent start learning,3
400,great course teacher best direct understandable,3
401,introduction course helpful need get started,3
402,nice experience expected entry level course erin organised well rounded path got new effective approach ableton live software recommend develop carefully assignment improve skill comparing solution classmate addiction find veteran student willing help good luck,3
403,time_NEG complete_NEG final_NEG assignment_NEG find_NEG course_NEG useful_NEG creating_NEG firmer_NEG understanding_NEG ableton_NEG live_NEG peer_NEG review_NEG process_NEG great_NEG idea_NEG something_NEG found_NEG engaging_NEG useful_NEG networking_NEG fellow_NEG artists_NEG content_NEG course_NEG feel_NEG probably_NEG useful_NEG someone_NEG prior_NEG knowledge_NEG daws_NEG first_NEG daw_NEG course_NEG felt_NEG little_NEG slow_NEG assignments_NEG little_NEG unchallenging_NEG personally_NEG peer_NEG review_NEG experience_NEG ranged_NEG listening_NEG fully_NEG fleshed_NEG ideas_NEG listening_NEG uninspired_NEG loops_NEG nonsense_NEG still_NEG feel_NEG though_NEG benefited_NEG process_NEG however_NEG gained_NEG invaluable_NEG resource_NEG blend_NEG would_NEG love_NEG next_NEG level_NEG fleshing_NEG ideas_NEG touched_NEG throughout_NEG course_NEG well_NEG exploring_NEG ideas_NEG sidechaining_NEG,3
404,started producing live week amazing clear course,3
405,brilliantly designed course fundamental understanding daw,3
406,course cover lot ground short period time way make easy quickly leverage power ableton production live performance appreciated simplicity thoroughness video assignment kept motivated great class complete beginner well intermediate user need brush erin good approach teaching efficient clear basic example overwhelm_NEG student_NEG,3
407,great introduction ableton nothing,3
408,keep connected music music technology even work life,3
409,learned lot got started using program making music,3
410,great intro class designed completed within ableton trial period ableton pay erin commission sale come course imagine bringing new sale material mostly video excellent easy follow learned lot short class would love see intermediate ableton class future complaint related collaboration software need use course blend io site navigation blend io painfully slow site buggy would preferred simply share information via dropbox file sharing method peer review process great idea although think really tricky music art much subjectivity much_NEG rubric_NEG quantitative_NEG questions_NEG verify_NEG student_NEG follows_NEG instructions_NEG open_NEG feedback_NEG totally_NEG open_NEG overall_NEG peer_NEG review_NEG works_NEG pretty_NEG well_NEG gives_NEG students_NEG additional_NEG incentive_NEG turn_NEG quality_NEG product_NEG,3
411,great course say_NEG anything_NEG else_NEG ..._NEG want_NEG know_NEG must_NEG try_NEG,3
412,great introduction ableton live cover stuff need know help stumbling block,3
413,excellent introduction live comprehensive easy understand,3
414,awesome course want learn ableton live daw,3
415,excellent learning basic,3
416,great course short time learn many amazing thing know depth one professional software music composition create composition placed musical website hundred thousand musician hear vote part wonderful group musician like taking part course able discus important subject ... great course thank erin david,3
417,really good resource anyone wanting learn basic super flexible software,3
418,great instructor like go back keep going instructional video throughout course,3
419,course challenging ableton live well worth time even experienced producer new ableton live first got ableton live november january feel like come long way thanks course,3
420,fun course excellent beginner week two able make arrangement already,3
421,great start ableton even start youtube tutorial course really work cause see error,3
422,interesting easy learning,3
423,mooc teach supposed although class would nice since ableton big program,3
424,erin great easy follow instructor thank,3
425,great course lot feedback assignment,3
426,anyway start make music course,3
427,thank much course really ... neccesary important people love music,3
428,never ever_NEG would_NEG gotten_NEG started_NEG ableton_NEG erin_NEG course_NEG made_NEG easy_NEG understand_NEG years_NEG people_NEG tried_NEG explain_NEG erin_NEG succeeded_NEG making_NEG sink_NEG course_NEG rocks_NEG,3
429,good course learning work ableton professor barra teach really great,3
430,great thanks lot :) :),3
431,course awesome intro could longer coursera berklee course short sometimes feel like advertisement berklee online course,3
432,thoroughly enjoyed course time commitment required week assignment perfect learned several technique aid going forward musical endeavor look forward many year continuing explore ableton live,3
433,great course waiting level :),3
434,great course helped get started ableton live video lecture straight point,3
435,excellent best way learn,3
436,moment week loving really recommend,3
437,good instruction teacher,3
438,good introduction software teatcher great easy understand learned lot good stuff warp audio convert audio midi ... used work cubase discovered specifities advantage live moreover thanks assignment objective force creative great feelig thanks course :),3
439,great starting point learning use ableton live,3
440,really nice .. basic right ..,3
441,course got fluent enough using ableton sit play around comfortably create music pleased,3
442,cool way get started music production glad found course erin perfect made everthing clear easy wish longer course tho,3
443,amazing live age take online class like free went knowing_NEG way_NEG around_NEG ableton_NEG able_NEG make_NEG simple_NEG tracks_NEG weeks_NEG course_NEG load_NEG pretty_NEG light_NEG makes_NEG easy_NEG stay_NEG motivated_NEG keep_NEG week_NEG week_NEG instructor_NEG quirks_NEG feel_NEG like_NEG course_NEG great_NEG introducing_NEG someone_NEG prior_NEG experience_NEG writing_NEG music_NEG using_NEG daws_NEG ableton_NEG live_NEG however_NEG someone_NEG already_NEG knows_NEG basics_NEG live_NEG probably_NEG much_NEG use_NEG,2
444,enjoyed much lesson good time preparing assignment ableton great course,3
445,helped improve understanding ableton live getting better working program,3
446,awesome useful practical erin wonderful instructor,3
447,great course teach essential begin making music ableton live even help search troubleshoot definitely worth,3
448,good course starting ableton,3
449,great specifically collaborative approach,3
450,amazing course second time taking instructor erin barra great job tutorial really know stuff,3
451,waiting long time :),3
452,good information,3
453,fantastic teacher clear fun assignment participatory community student,3
454,work motivational clear well structured steady groove ... excellent,3
455,good basic course enjoyed much,3
456,grateful came across course,3
457,interesting,3
458,useful,3
459,best,3
460,great introduction program quick look felt tutorial program covered lot info found youtube although get_NEG certificate_NEG watching_NEG youtube_NEG,3
461,nice people starting abletobn program,3
462,anyone getting started great course retaking course refresher since took class beginning year busy forgot function video explanation make easy get reacquainted plus fun getting production hearing creation everyone else matter =),3
463,already helpful mastering use ableton understanding function work polishing track mastering level great program intuitive,3
464,great overall introduction start creating straight away liked much,3
465,great course wanted thorough :) beginner like really helped lot thank,3
466,excellent introduction ableton,3
467,definitely recommend short course give good overview ableton live capability use,3
468,love,3
469,good straight point course learn thing course like blend io,3
470,taking course second time absolutely helpful really given free friendly place learn use ableton get started music production,3
471,helpful,3
472,erin barra awesome .. really good course get speed ableton,3
473,excellent course ... erin barra really excellent teaching proudly say even work ableton live nicely thank coursera,3
474,great intro really gave confidence daw,3
475,need anything else get started ableton ...,3
476,great course introduce anyone interested music production would recommend course everyone thank berklee erin tell enjoyed beat continue johanna jkm,3
477,really really nice learning basic ableton live instruction video short concise clear path forward course,3
478,great class get foot wet ableton,3
479,everything course amazing congrats thanks much,3
480,great course got started ableton live :),3
481,fun peer review helpful however mainly one time comment would great start conversation interaction among course taker,3
482,great tool solid instruction thanks,3
483,excellent course well explained easy follow,3
484,fun interesting course learned lot despite already live user reviewing assignment course taker widened horizon helped gain valuable insight,3
485,real great course looking learn basic ableton live need refresher break erin wonderful job explaining basic overloading much information assignment make song start basic stuff work toward advanced stuff near end helped motivate put time making music use tool software disposal personal thanks erin class needed,3
486,fantastic course saved video review thoroughly enjoyed second time joined introduction ableton live time decided get verified certificate yay thank erin,3
487,thank much jeff iy usefull course think need extend material learning period thank much,3
488,excellent class lot great information,3
489,great knowledge thanks offering course course_NEG india_NEG,3
490,nice course,3
491,awesome course quite challenging though,3
492,particular module week written student already least nodding acquaintance software video move fast able_NEG detect_NEG going_NEG please_NEG believe_NEG say_NEG run_NEG copy_NEG fusion_NEG time_NEG particular_NEG instructional_NEG video_NEG playing_NEG toggle_NEG one_NEG another_NEG taking_NEG notes_NEG instructional_NEG video_NEG possible_NEG still_NEG takes_NEG weeks_NEG days_NEG understand_NEG professor_NEG true_NEG several_NEG online_NEG tutorials_NEG regard_NEG using_NEG sketch_NEG tools_NEG contained_NEG within_NEG fusion_NEG reviewing_NEG tutorials_NEG able_NEG find_NEG learned_NEG quite_NEG bit_NEG information_NEG particular_NEG module_NEG provide_NEG us_NEG new_NEG fusion_NEG environment_NEG come_NEG understand_NEG need_NEG spend_NEG hours_NEG time_NEG fill_NEG blanks_NEG week_NEG keep_NEG searching_NEG sources_NEG learn_NEG taught_NEG week_NEG bill_NEG clark_NEG,2
493,course introduced different software tool used printing recommend course well specialization anyone interested printing,3
494,detail ther software would definitely useful,3
495,instructor excellent job realistically way_NEG proficient_NEG enough_NEG software_NEG program_NEG week_NEG two_NEG earn_NEG certificate_NEG certificate_NEG worthless_NEG opinion_NEG liked_NEG class_NEG seemed_NEG like_NEG intro_NEG vs_NEG class_NEG proficiency_NEG required_NEG,2
496,course enjoyable partand increased skill level video part good however consider revising one fusion include demonstration sweep loft revolve tool sculpt mode included assignment intuitive_NEG others_NEG required_NEG reliance_NEG videos_NEG found_NEG autodesk_NEG well_NEG youtube_NEG additionally_NEG would_NEG helpful_NEG slow_NEG pace_NEG illustrating_NEG videos_NEG seemed_NEG steps_NEG omitted_NEG found_NEG difficult_NEG times_NEG reconstruct_NEG steps_NEG finally_NEG noticed_NEG staff_NEG mentor_NEG help_NEG readily_NEG available_NEG weeks_NEG participants_NEG posted_NEG queries_NEG forum_NEG,3
497,class inspiring worth wait thank,3
498,interesting course maybe fusion may lasted one week get indepth knowledge,3
499,wanted give star problem encountered learner investigating problem solving design thinking handle whatever come fifth star u shaping course contributing forum presumably ten thousand strong let improve worldwide voice saying something form get need want want also stay cutting edge reality,3
500,interesting useful course,3
501,gave good understanding software capability,3
502,introduction fusion customer presentation advanced cad user tutorial newbie,1
503,wow inspiring journey,3
504,bi weekly assignment mixed bi weekly lesson really great course structure audio video interview poor wish lecture especially last one depth great course good pace,3
505,excellent course make course like,3
506,really amazing experience wonderful course lot knowledge learn lot facilitation make studying process interesting thanks lot effort enthusiastic visit leiden medical school center one day continue learn great medical staff =d,3
507,loved course teaching anatomy physical therapist student two year course helped lot improve teaching thank hard work,3
508,interesting course great video instructor,3
509,glad leiden university working coursera great course,3
510,great course happy gave opprtunnity get certificate subject really feel gain knowledge,3
511,well organised good beginner intermediate learner,3
512,great course,3
513,never saw_NEG like_NEG amazing_NEG worki_NEG would_NEG like_NEG repeat_NEG course_NEG times_NEG,3
514,love thanks u,3
515,iam soooo happy joined course help evaluate skill increase,3
516,good refresher abdominal anatomy though negative accent difficult understand first course content beginner undergraduate level yet still good,3
517,idea lucky access course like normally would enrolled med school,3
518,fantastic video walking anatomy real human body,3
519,difficult course full information anatomy thing good course take,3
520,incredible content resource,3
521,really want thank fact never experienced_NEG awsome_NEG lecture_NEG embryology_NEG diffucule_NEG lesson_NEG lecture_NEG think_NEG boring_NEG hard_NEG understand_NEG time_NEG really_NEG acknowledge_NEG using_NEG leraned_NEG coolist_NEG thing_NEG world_NEG figure_NEG responsible_NEG teachers_NEG include_NEG every_NEG individuals_NEG participate_NEG lecture_NEG making_NEG thank_NEG,3
522,perfect,3
523,tough course fascinating well presented never going_NEG pass_NEG final_NEG test_NEG need_NEG know_NEG detail_NEG however_NEG grateful_NEG got_NEG finish_NEG line_NEG thank_NEG,3
524,amazing course help alot,3
525,boring curse recommend_NEG anyone_NEG please_NEG good_NEG everyboduy_NEG else_NEG kill_NEG course_NEG embarrass_NEG universities_NEG represents_NEG,1
526,outstanding clear well explained overwhelming_NEG dissections_NEG really_NEG aid_NEG realistic_NEG understanding_NEG good_NEG supplemental_NEG materials_NEG cover_NEG material_NEG great_NEG focus_NEG details_NEG needed_NEG easy_NEG get_NEG elsewhere_NEG great_NEG effort_NEG leiden_NEG,3
527,good course escpecially medical student,3
528,awesome,3
529,excellent impressed explain well interesting learn despite accent,3
530,great course great dissection video course material interesting understood anatomy abdomen medical school could teach_NEG,3
531,hard course extremely detailed one,3
532,dropping course mail_NEG course_NEG unroll_NEG course_NEG,1
533,difficult rewarding get_NEG grade_NEG thought_NEG would_NEG class_NEG learned_NEG lot_NEG thought_NEG could_NEG depth_NEG thorough_NEG think_NEG value_NEG knowledge_NEG received_NEG sub_NEG par_NEG grade_NEG received_NEG ;)_NEG,3
534,course overwhelmingly informative presented totally engaging manner lot lot visual aid fly ointment teaching assistant called mentor apparently come different including hierarchical society learner required take mentor diversified background attitude consideration vice_NEG versa_NEG,3
535,hard excellent course,3
536,thoroughly enjoyed course,3
537,nice course difficult one challengeable nice structure easy understand wanted refresh knowledge anatomy gained whole lot return thanks professor time effort making mooc pleased,3
538,meant_NEG learners_NEG new_NEG medical_NEG field_NEG despite_NEG challenges_NEG material_NEG fascinating_NEG anyone_NEG interested_NEG anatomy_NEG learn_NEG something_NEG course_NEG utilizes_NEG outside_NEG research_NEG might_NEG enjoy_NEG whole_NEG course_NEG experience_NEG design_NEG technical_NEG however_NEG appreciate_NEG challenge_NEG seriousness_NEG topic_NEG,3
539,great course like way teaching really start noting go senior level knowledge,3
540,good material explainations teacher recommended everyone want learn,3
541,im loving far,3
542,good course still beginning liking much,3
543,excellent course well designed even though concept harder understand basic understanding structure abdomen,3
544,nice necessary course,3
545,gusto mucho,3
546,gusto mucho,3
547,chevere,3
548,loved funny relaxing,3
549,excelente curso grandes tutorasexcelente metodologia de enseñanza aprendizaje se abordaron los temas de manera entendible comprensible con retos que invitan razonar aplicar los conocimientos adquiridos espero piensen elaborar una segunda etapa de intermedia avanzada,3
550,far course tutorial using scratch teaching_NEG program_NEG name_NEG course_NEG,1
551,muy buen curso para aprender scratch,3
552,wonderful course learn basic programming using amusing interactive language scratch,3
553,course offering accessible clear introduction concept programming seen network algorithm supplanted myriad real life example introduced comely intuitive software developed mit scratch enables practically start creating animation thus programming even though fluent_NEG hispano_NEG hablante_NEG knowledge_NEG english_NEG classical_NEG culture_NEG make_NEG possible_NEG follow_NEG time_NEG complicated_NEG subtitles_NEG english_NEG language_NEG version_NEG videos_NEG materials_NEG tried_NEG though_NEG,3
554,easy good explanation,3
555,cool,3
556,male professor seem speak chinese half time therefore able_NEG understand_NEG material_NEG students_NEG fluent_NEG chinese_NEG prefer_NEG female_NEG professor_NEG advanced_NEG neurobiology_NEG presented_NEG material_NEG english_NEG engaging_NEG coherent_NEG way_NEG,1
557,topic really interesting advanced however lot talk chinese due question answer teacher student quiz bit easy learned lot though,2
558,speak_NEG chinese_NEG terrible_NEG course_NEG lectures_NEG recorded_NEG lectures_NEG university_NEG rhythm_NEG slow_NEG well_NEG explained_NEG least_NEG first_NEG week_NEG transcriptions_NEG english_NEG incomplete_NEG understand_NEG course_NEG complicated_NEG recommend_NEG,1
559,excellent really advanced course many many resource,3
